en_name,ch_name,url,ranking,area,tofel,ielts,gmat,gre,tofel_sub,ielts_sub,gmat_sub,gre_sub,curriculum,area_1,area_ranking,entrance_time,project_length,tuition,region
"MSc Finance, Investment and Risk",肯特大学金融、投资与风险理学硕士,/majr_61686,QS排名：300+,商科 金融,90,6.5,,,L:20 | R:22 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"金融风险管理要素, 衍生品, 定量方法, 投资和组合管理, 信贷风险, 投资管理, 金融数学, 财务报表分析, 国际商业道德, 固定收益市场, 企业金融, 金融数据建模, 金融项目",金融,39,9月,1年,19300英镑/年,Britain
MSc Finance (Dual Award),肯特大学金融理学硕士（双学位）,/majr_71550,QS排名：300+,商科 金融,90,6.5,,,L:20 | R:22 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"财务风险管理要点；, 衍生品；, 金融基础；, 定量方法；, 金融数据建模；, 投资与组合管理；, 金融监管与金融危机；, 固定收益市场；, 概率论与随机过程；, 衍生品（1）；, 计算金融学；, 时间序列分析；, 数理金融学；",金融,39,9月,2年,105000港币/年,HongKong
MSc Advanced Computer Science,肯特大学高级计算机科学理学硕士,/majr_52160,QS排名：300+,工科 计算机,90,6.5,,,L:17 | R:22 | W:21 | S:20 ,L:5.5 | R:6 | W:6 | S:5.5 ,,,"项目研究, 程序员的高级Java, 面向对象的编程, 高级面向对象编程, 逻辑与逻辑编程, 网络和网络安全性, 计算机安全, C ++编程, 并发和并行性, 先进的网络安全性, 开发框架, 系统安全性, 应用科学学术高级英语, 智能系统简介, 函数式编程, 计算机图形和动画, 数据挖掘和知识发现, 信任，安全和隐私管理, 认知神经网络, 自然计算, 物联网和移动设备, 网络法, 扩展的IT咨询项目, 项目与论文",计算机,27,9月,1年,21900英镑/年,Britain
MSc Artificial Intelligence,肯特大学人工智能理学硕士,/majr_52161,QS排名：300+,工科 计算机,90,6.5,,,L:17 | R:22 | W:21 | S:20 ,L:5.5 | R:6 | W:6 | S:5.5 ,,,"项目研究, 程序员的高级Java, 面向对象的编程, 先进的面向对象编程, 逻辑与逻辑编程, 数据挖掘和知识发现, 认知神经网络, 自然计算, 扩展的IT咨询项目, 研究项目, 网络和网络安全性, 计算机安全, 物联网和移动设备, 网络法, 信任，安全和隐私管理, 智能系统简介, 函数式编程, 计算机图形和动画, C ++编程, 并发和并行性, 先进的网络安全性, 开发框架, 系统安全性, 应用科学学术高级英语, 认知科学与人工智能哲学",计算机,27,9月,1年,21900英镑/年,Britain
MSc Computer Science,肯特大学计算机科学理学硕士,/majr_52163,QS排名：300+,工科 计算机,90,6.5,,,L:17 | R:22 | W:21 | S:20 ,L:5.5 | R:6 | W:6 | S:5.5 ,,,"项目研究, 程序员的高级Java, 面向对象的编程, 先进的面向对象编程, 逻辑与逻辑编程, 数据挖掘和知识发现, 认知神经网络, 扩展的IT咨询项目, 研究项目, 网络和网络安全性, 软件工程, 基于Web的信息系统开发, 网络法, 应用科学学术高级英语, 智能系统简介, 计算机图形和动画, C ++编程, 认知科学与人工智能哲学",计算机,27,9月,1年,21900英镑/年,Britain
MSc Cyber Security,肯特大学网络安全理学硕士,/majr_61694,QS排名：300+,工科 计算机,90,6.5,,,L:17 | R:22 | W:21 | S:20 ,L:5.5 | R:6 | W:6 | S:5.5 ,,,"行业实习报告, 网络和网络安全性, 计算机安全, 先进的网络安全性, 项目研究, 行业实习, 带有安全应用程序的图像分析, 系统安全性, 网络法, 信任，安全和隐私管理",计算机,27,9月,1年,21900英镑/年,Britain
MSc Computer Science (Artificial Intelligence),肯特大学计算机科学（人工智能）理学硕士,/majr_67551,QS排名：300+,工科 计算机,90,6.5,,,L:17 | R:22 | W:21 | S:20 ,L:5.5 | R:6 | W:6 | S:5.5 ,,,"AI系统实现, 人工智能编程, 数据挖掘与知识发现, 自然计算, 系统架构, 面向对象的程序设计, 计算机交互与用户体验, 智能系统概论, 网络法律, 网络与网络安全, 认知神经网络, 算法与逻辑, 软件工程, 基于web的信息系统开发, 应用科学学术研究高级英语",计算机,27,9月,1年,21900英镑/年,Britain
MSc Computer Science (Cyber Security),肯特大学计算机科学（网络安全）理学硕士,/majr_67552,QS排名：300+,工科 计算机,90,6.5,,,L:17 | R:22 | W:21 | S:20 ,L:5.5 | R:6 | W:6 | S:5.5 ,,,"数字取证概论, 信息安全管理, 系统架构, 项目和论文, 面向程序员的高级Java, 面向对象的程序设计, 高级面向对象编程, 计算机交互与用户体验, 网络法律, 网络与网络安全, 网络空间的治理与战争, 网络犯罪社会学, 安全编程, 数据挖掘与知识发现, 物联网与移动设备",计算机,27,9月,1年,21900英镑/年,Britain
MSc Business Analytics,肯特大学商业分析理学硕士,/majr_52133,QS排名：300+,商科 商业分析,90,6.5,,,L:20 | R:22 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"咨询，谈判与调研技巧, 机器学习与预测, 高级电子表格和决策支持系统, 大数据分析和可视化, 仿真建模, 应用R的商务统计, 决策制定的分析, 物流与供应链规划, 项目管理, 供应链金融和区块链技术, 运营管理和数字转换, 整合行销通讯, 国际营销策略, 仓储和全球运输管理, 买方决策, 应用营销调研, 财务报表分析, 金融基础, 企业金融, 学位论文",商业分析,21,9月,1年,21900英镑/年,Britain
MSc Economics,肯特大学经济学理学硕士,/majr_52172,QS排名：300+,商科 经济,90,6.5,,,L:17 | R:22 | W:21 | S:20 ,L:5.5 | R:6 | W:6 | S:5.5 ,,,"先进的宏观经济学, 时间序列计量经济学, 计量经济学方法, 计量经济学, 消费者，市场和福利的先进微观经济学, 国际金融学, 经济学论文研究技能, 发展经济学, 国际经济学, 金钱和信用, 劳动经济学, 学位论文",经济,31,9月,1年,19300英镑/年,Britain
MSc Economics Conversion Programme,肯特大学经济学转换理学硕士,/majr_62923,QS排名：300+,商科 经济,90,6.5,,,L:17 | R:22 | W:21 | S:20 ,L:5.5 | R:6 | W:6 | S:5.5 ,,,"微观经济学, 宏观经济学, 计量经济学入门, 时间序列计量经济学简介, 政治经济学, 政策分析, 货币与银行经济学, 经济争议, 人力资本经济学",经济,31,9月,2年,19300英镑/年,Britain
MSc Development Economics,肯特大学发展经济学理学硕士,/majr_67556,QS排名：300+,商科 经济,90,6.5,,,L:17 | R:22 | W:21 | S:20 ,L:5.5 | R:6 | W:6 | S:5.5 ,,,"消费者、市场与福利的高级微观经济学, 高级宏观经济学, 计量经济学方法, 可持续经济增长与环境评估, 发展经济学, 发展经济学高级主题, 经济学论文研究技能, 理学硕士课程的经济技能与就业能力, 国际经济学, 微观计量经济学, 劳动经济学, 论文:经济学",经济,31,9月,1年,19300英镑/年,Britain
MSc Financial Economics,肯特大学金融经济学理学硕士,/majr_67558,QS排名：300+,商科 经济,90,6.5,,,L:17 | R:22 | W:21 | S:20 ,L:5.5 | R:6 | W:6 | S:5.5 ,,,"高级宏观经济学, 国际金融, 计量经济学方法, 金融经济学, 金融经济学高级主题, 货币与信贷, 经济学论文研究技能, 理学硕士课程的经济技能与就业能力, 国际经济学, 时间序列计量经济学, 金融计量经济学, 计算金融, 论文:经济学",经济,31,9月,1年,19300英镑/年,Britain
MSc Architectural Conservation,肯特大学建筑保护理学硕士,/majr_52120,QS排名：300+,社科 建筑,90,6.5,,,L:20 | R:22 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"历史建筑的结构评估, 法律框架, 对历史建筑的干预, 保护准则, 学位论文",建筑,22,9月,1年,18000英镑/年,Britain
MA Architectural Visualisation,肯特大学建筑可视化文学硕士,/majr_52121,QS排名：300+,社科 建筑,90,6.5,,,L:20 | R:22 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"建筑摄影, 数字建筑组合, 数字合成, 电影和录像制作, 电影与建筑, 虚拟城市, 自主研究项目",建筑,22,9月,1年,19300英镑/年,Britain
MSc Architecture and the Sustainable Environment,肯特大学建筑与可持续环境理学硕士,/majr_52122,QS排名：300+,社科 建筑,90,6.5,,,L:20 | R:22 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"环境设计准则, 重现—理解历史建筑和过往环境技术, 环境行为监测与建模, 可持续设计项目, 论文：建筑与可持续环境",建筑,22,9月,1年,18000英镑/年,Britain
MSc Marketing,肯特大学市场营销理学硕士,/majr_52144,QS排名：300+,商科 市场营销,90,6.5,,,L:20 | R:22 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"创新管理与新产品开发, 买方决策, 应用营销调研, 市场营销, 财务和管理会计, 整合行销通讯, 国际营销策略, 数字营销, 全球价值链，策略与发展, 项目管理, 企业责任与全球化, 营销报告",市场营销,34,9月,1年,21900英镑/年,Britain
MSc Digital Marketing and Analytics,肯特大学数字营销与分析理学硕士,/majr_61684,QS排名：300+,商科 市场营销,90,6.5,,,L:20 | R:22 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"网络营销和分析, 数字消费者, 社交媒体分析学, 数字和社交媒体营销的准则, 数字营销的数据挖掘和分析, 数字营销的新兴IT趋势, 数字营销策略和规划, 数字营销调研, 专业技能和就业能力发展, 数字和社交媒体设计, 数字营销报告",市场营销,34,9月,1年,21900英镑/年,Britain
MA Urban Planning and Resilience,肯特大学城市规划与恢复文学硕士,/majr_67577,QS排名：300+,社科 建筑,90,6.5,,,L:20 | R:22 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"规划政策与实践, 规划与恢复理论的发展, 全球规划与恢复实践, 城市景观, 研究方法与分析, 保护原则, 论文",建筑,22,9月,1年,18000英镑/年,Britain
LLM International Law,肯特大学国际法法学硕士,/majr_52126,QS排名：300+,社科 法律,95,7,,,L:22 | R:25 | W:24 | S:24 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"当代国际问题的法律方面, 对外投资国际法, 国际外交法, 国际海洋法, 国际贸易法, 国际关系理论, 国际公法, 法律与发展, 国际安全法",法律,24,1/9月,1年,20200欧元/年,Europe
LLM Human Rights Law,肯特大学人权法法学硕士,/majr_52145,QS排名：300+,社科 法律,95,7,,,L:22 | R:25 | W:24 | S:24 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"国际人权法, 国际刑法, 武装冲突法, 欧盟移民法, 重要国际移民法, 过渡时期司法与法治规划, 法律和发展, 国际安全法",法律,24,1/9月,1年,20200欧元/年,Europe
LLM Law (Criminal Justice),肯特大学法律（刑事司法）法学硕士,/majr_52146,QS排名：300+,社科 法律,95,7,,,L:22 | R:25 | W:24 | S:24 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"治安管制, 国际刑法, 跨国刑法, 欧盟刑法和程序",法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law (Human Rights Law),肯特大学法律（人权法）法学硕士,/majr_52148,QS排名：300+,社科 法律,95,7,,,L:22 | R:25 | W:24 | S:24 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"治安管制, 国际人权法, 全球经济中的劳工权利, 欧盟刑法和程序, 文化遗产法",法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law (International Commercial Law),肯特大学法律（国际商法）法学硕士,/majr_52149,QS排名：300+,社科 法律,95,7,,,L:22 | R:25 | W:24 | S:24 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"知识产权1：版权和机密泄露, 国际商务交易, 国际外国投资法, 世贸组织法律与实践I, 国际金融服务条例, 国际比较消费者法律与政策, 国际商事仲裁, 知识产权法的当代话题, 公司治理, 商业信用, 国际比较破产和破产法律与政策",法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law (International Criminal Justice),肯特大学法律（国际刑事司法）法学硕士,/majr_52150,QS排名：300+,社科 法律,95,7,,,L:22 | R:25 | W:24 | S:24 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"国际人权法, 国际刑法, 跨国刑法, 欧盟刑法和程序",法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law (International Environmental Law),肯特大学法律（国际环境法）法学硕士,/majr_52151,QS排名：300+,社科 法律,95,7,,,L:22 | R:25 | W:24 | S:24 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"欧盟环境法与政策, 国际环境法—法律基础, 气候变化与可再生能源法, 土地开发与保护法, 环境质量法",法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law (International Law with International Relations),肯特大学法律（国际法与国际关系）法学硕士,/majr_52153,QS排名：300+,社科 法律,95,7,,,L:22 | R:25 | W:24 | S:24 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"国际公法, 当代国际问题的法律方面, 国际环境法—法律基础, 国际人权法, 国际刑法, 国际环境法—实质性法律方面, 跨国刑法, 全球经济中的劳工权利, 文化遗产法",法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law (International Law),肯特大学法律（国际法）法学硕士,/majr_52154,QS排名：300+,社科 法律,95,7,,,L:22 | R:25 | W:24 | S:24 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"国际公法, 国际人权法, 当代国际问题的法律方面, 国际刑法, 跨国刑法, 国际环境法—法律基础, 文化遗产法, 全球安全法",法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law (Law and Health),肯特大学法律（法律与健康）法学硕士,/majr_52156,QS排名：300+,社科 法律,95,7,,,L:22 | R:25 | W:24 | S:24 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"医疗保健监管, 医疗法律与伦理, 隐私和数据保护法, 健康、贫穷和社会公正, 生殖公正, 全球卫生法律、治理和伦理",法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law,肯特大学法律学法学硕士,/majr_52157,QS排名：300+,社科 法律,95,7,,,L:22 | R:25 | W:24 | S:24 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"法律调研与写作技巧, 知识产权1：版权与隐私泄露, 国际商务交易, 外国投资的国际法, 国际商事仲裁, 知识产权法的当代话题, 国际公法, 欧盟宪法和制度法, 跨国背景下的竞争法, 环境质量法, 国际贸易法和环境, 国际人权法, 国际刑法, 世贸组织法和条例I, 欧盟环境法和政策, 死亡与濒死, 治疗的赞成, 医疗实践与渎职, 生命的繁殖与开始, 治安管理, 跨国刑法, 气候变换和可再生能源法, 企业治理, 重要国际移民法, 海洋，航空和外层空间法, 国际金融服务法规, 国际环境法—法律基础, 商业信贷, 国际比较消费者法律和政策, 国际比较破产和破产法规与政策, 隐私和数据保护法, 欧盟刑法和程序, 文化遗产法, 资本主义社会的信托, 银行法, 土地开发与保护法, 欧盟公民身份和居住权—客观选择, 知识产权和行业实践, 知识产权2—专利和商标, 全球安全法, 学位论文",法律,24,1/9月,1年,19300英镑/年,Britain
LLM Law (Intellectual Property Law),肯特大学法律（知识产权法）法学硕士,/majr_61690,QS排名：300+,社科 法律,95,7,,,L:22 | R:25 | W:24 | S:24 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"知识产权1：版权和隐私泄露, 知识产权2：专利和商标, 知识产权法中的当代话题, 知识产权和行业实践, 世贸组织法律和条例1, 隐私和数据保护法, 文化遗产法",法律,24,1/9月,1年,19300英镑/年,Britain
MA International Migration,肯特大学国际移民文学硕士,/majr_52127,QS排名：300+,社科 社会学与社工,90,6.5,,,L:17 | R:22 | W:21 | S:20 ,L:5.5 | R:6 | W:6 | S:5.5 ,,,"移民：冲突，国家与人权, 迁移，融合和公民理论, 主要国际移民法, 身份，国家与归属, 欧盟移民法, 人道主义灾难中的卫生保健政策与政治, 发展，无能与不利, 强迫移民中的人际安全",社会学与社工,22,1/9月,1年,20200欧元/年,Europe
MA Criminology,肯特大学犯罪学文学硕士,/majr_52215,QS排名：300+,社科 社会学与社工,95,7,,,L:22 | R:25 | W:24 | S:24 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"犯罪理论, 社会调研设计, 全球犯罪学, 治安管理, 暴力社会学, 恐怖主义和现代社会, 全球化世界中的性别与犯罪, 毒品政策思辨, 文化犯罪学, 当代社会理论, 工作的世界, 21世纪的治理科学，技术和社会, 监狱和刑罚政策, 学位论文",社会学与社工,22,9月,1年,18000英镑/年,Britain
